Drug name	Drug number	Line number	Advice Text	AdviceTag1	AdviceTag2	AdviceTag3	AdviceTag4	Medication	Food	Activity	Exercise	Disease
Ipratropium	67	25	"This medication works best if used at evenly spaced intervals. To help you remember, use it at the same times each day."	Drug administration related	Temporal							
Ipratropium	67	57	Limit alcoholic beverages.	Food or beverage related					alcoholic beverages; alcohol; 			
Ipratropium	67	60	"During pregnancy, this medication should be used only when clearly needed. Discuss the risks and benefits with your doctor."	Pregnancy related								
Ipratropium	67	62	It is unknown if this medication passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Ismo	68	15	"HOW TO USE:  Take this medication by mouth as directed by your doctor, usually once daily when you wake up. Swallow this medication whole with a half glass of water (4 ounces/120 milliliters) unless your doctor directs you otherwise."	Drug administration related	Temporal	Food or beverage related						
Ismo	68	22	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
Ismo	68	33	"To reduce the risk of dizziness and lightheadedness, get up slowly when rising from a sitting or lying position."	Activity or lifestyle related						rising from a sitting;lying position;		
Ismo	68	54	"This drug may make you dizzy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Activity or lifestyle related						drive; use machinery;do any activity that requires alertness		
Ismo	68	56	Limit alcoholic beverages.	Food or beverage related					alcoholic beverages; alcohol; 			
Ismo	68	61	It is unknown if this medication passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Ismo	68	67	"Some products that may interact with this drug include: drugs to treat erectile dysfunction-ED or pulmonary hypertension (such as sildenafil, tadalafil), riociguat."	Other drugs related	Disease or symptom related			sildenafil; tadalafil; riociguat;				erectile dysfunction-ED;pulmonary hypertension ;
Ismo	68	68	"Check the labels on all your medicines (such as cough-and-cold products, diet aids, or NSAIDs such as ibuprofen, naproxen) because they may contain ingredients that could worsen symptoms of heart failure."	Disease or symptom related	Other drugs related			cough-and-cold products; diet aids;NSAIDs ; ibuprofen; naproxen				heart failure;
Ismo	68	71	Do not use medications containing isosorbide dinitrate while using isosorbide mononitrate.	Other drugs related				medications containing isosorbide dinitrate				
Klonopin	72	15	"Take this medication by mouth as directed by your doctor, usually 2 or 3 times daily."	Drug administration related	Temporal							
Klonopin	72	20	Place the dose in your mouth where it will quickly dissolve.	Drug administration related								
Klonopin	72	21	You can then swallow it with saliva or water. You do not need to take this medication with water.	Food or beverage related	Drug administration related				water			
Klonopin	72	28	"To help you remember, take it at the same times each day."	Drug administration related	Temporal							
Klonopin	72	38	"Along with its benefits, this medication may rarely cause abnormal drug-seeking behavior (addiction). This risk may be increased if you have abused alcohol or drugs in the past."	Disease or symptom related	Food or beverage related				alcoholic beverages; alcohol; 	abused alcohol;drugs		abnormal drug-seeking behavior ;addiction;abused alcohol;drugs
Klonopin	72	67	"This drug may make you dizzy or drowsy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Activity or lifestyle related						drive; use machinery;do any activity that requires alertness		
Klonopin	72	69	Avoid alcoholic beverages.	Food or beverage related					alcoholic beverages; alcohol; 			
Klonopin	72	75	"During pregnancy, this medication should be used only when clearly needed. It may harm an unborn baby. However, since untreated seizures are a serious condition that can harm both a pregnant woman and her unborn baby, do not stop taking this medication unless directed by your doctor."	Pregnancy related								
Klonopin	72	78	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately talk to your doctor about the benefits and risks of using this medication during pregnancy."	Pregnancy related								
Klonopin	72	79	This drug passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Klonopin	72	85	Products that may interact with this drug include: sodium oxybate.	Other drugs related				sodium oxybate;				
Klonopin	72	86	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, and narcotic pain relievers (such as codeine)."	Disease or symptom related	Other drugs related	Food or beverage related		antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;	alcohol			
Klonopin	72	87	Check the labels on all your medicines (such as allergy or cough-and-cold products) because they may contain ingredients that cause drowsiness.	Other drugs related	Disease or symptom related			allergy;cough-and-cold products				drowsiness
L-thyroxin	73	17	"HOW TO USE:  Take this medication by mouth as directed by your doctor, usually once daily on an empty stomach, 30 minutes to 1 hour before breakfast. Take this medication with a full glass of water unless your doctor directs you otherwise."	Food or beverage related	Drug administration related	Temporal						
L-thyroxin	73	22	"For infants or children who cannot swallow whole tablets, crush the tablet and mix in 1 to 2 teaspoons (5 to 10 milliliters) of water, and give using a spoon or dropper right away. Do not prepare a supply in advance or mix the tablet in soy infant formula."	Food or beverage related	Drug administration related							
L-thyroxin	73	59	Current information shows that this drug may be used during pregnancy. Tell your doctor if you are pregnant because your dose may need to be adjusted.	Pregnancy related								
L-thyroxin	73	61	Levothyroxine passes into breast milk but is unlikely to harm a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
L-thyroxin	73	68	"Some products that may interact with this drug include: ""blood thinners"" (such as warfarin), digoxin, sucroferric oxyhydroxide."	Other drugs related				blood thinners ; warfarin; digoxin; sucroferric oxyhydroxide;				
Lantus	75	58	"It is a good habit to carry glucose tablets or gel to treat low blood sugar. If you don't have these reliable forms of glucose, rapidly raise your blood sugar by eating a quick source of sugar such as table sugar, honey, or candy, or drink fruit juice or non-diet soda."	Other drugs related	Food or beverage related	Disease or symptom related		glucose tablets ; gel ;	table sugar; honey;candy;drink fruit juice;non-diet soda;			low blood sugar
Lantus	75	61	"To help prevent low blood sugar, eat meals on a regular schedule, and do not skip meals."	Food or beverage related								low blood sugar
Lantus	75	82	"You may experience blurred vision, dizziness, or drowsiness due to extremely low or high blood sugar levels. Do not drive, use machinery, or do any activity that requires alertness or clear vision until you are sure you can perform such activities safely."	Activity or lifestyle related	Disease or symptom related					use machinery;do any activity that requires alertness or clear vision		blurred vision; dizziness;drowsiness due to extremely low;high blood sugar levels
